Arrival Time,Total Time,Time in System,Rx HWQ Time,SWQ Time,Tx HWQ Time,Request Service Time,Preempt Count,Steal Count,Original Queue,Total Queue Length,Queue Checks,Requeue Wait Time
6048,5512,5391,252,140,122,5000,0,0,None,None,0,0
8825,5495,5414,275,140,82,5000,0,0,None,None,0,0
10910,5570,5429,290,140,142,5000,0,0,None,None,0,0
35728,5512,5391,252,140,122,5000,0,0,None,None,0,0
39766,5534,5353,214,140,182,5000,0,0,None,None,0,0
41818,5442,5361,222,140,82,5000,0,0,None,None,0,0
44883,5537,5396,257,140,142,5000,0,0,None,None,0,0
49266,5514,5433,294,140,82,5000,0,0,None,None,0,0
51840,5500,5419,280,140,82,5000,0,0,None,None,0,0
53740,5560,5419,280,140,142,5000,0,0,None,None,0,0
66034,5526,5405,266,140,122,5000,0,0,None,None,0,0
75583,5537,5416,277,140,122,5000,0,0,None,None,0,0
76418,5462,5381,242,140,82,5000,0,0,None,None,0,0
77022,5518,5377,238,140,142,5000,0,0,None,None,0,0
81133,5567,5426,287,140,142,5000,0,0,None,None,0,0
84940,5520,5439,300,140,82,5000,0,0,None,None,0,0
90905,5515,5394,255,140,122,5000,0,0,None,None,0,0
110876,5504,5383,244,140,122,5000,0,0,None,None,0,0
112051,5489,5408,269,140,82,5000,0,0,None,None,0,0
112433,5567,5426,287,140,142,5000,0,0,None,None,0,0
121814,5546,5425,286,140,122,5000,0,0,None,None,0,0
128649,5471,5350,211,140,122,5000,0,0,None,None,0,0
128912,5468,5387,248,140,82,5000,0,0,None,None,0,0
134544,5496,5375,236,140,122,5000,0,0,None,None,0,0
137865,5435,5354,215,140,82,5000,0,0,None,None,0,0
142825,5435,5354,215,140,82,5000,0,0,None,None,0,0
160014,5506,5385,246,140,122,5000,0,0,None,None,0,0
167186,5494,5373,234,140,122,5000,0,0,None,None,0,0
169806,5434,5353,214,140,82,5000,0,0,None,None,0,0
171039,5561,5420,281,140,142,5000,0,0,None,None,0,0
173703,5557,5416,277,140,142,5000,0,0,None,None,0,0
180757,5463,5342,203,140,122,5000,0,0,None,None,0,0
190730,5550,5429,290,140,122,5000,0,0,None,None,0,0
203323,5517,5396,257,140,122,5000,0,0,None,None,0,0
221776,5524,5403,264,140,122,5000,0,0,None,None,0,0
236696,5464,5343,204,140,122,5000,0,0,None,None,0,0
239002,5518,5437,298,140,82,5000,0,0,None,None,0,0
253451,5529,5408,269,140,122,5000,0,0,None,None,0,0
256448,5492,5411,272,140,82,5000,0,0,None,None,0,0
262972,5528,5407,268,140,122,5000,0,0,None,None,0,0
264739,5421,5340,201,140,82,5000,0,0,None,None,0,0
272261,5559,5438,299,140,122,5000,0,0,None,None,0,0
274476,5504,5423,284,140,82,5000,0,0,None,None,0,0
280061,5479,5358,219,140,122,5000,0,0,None,None,0,0
280149,5651,5570,431,140,82,5000,0,0,None,None,0,0
281363,5497,5356,217,140,142,5000,0,0,None,None,0,0
318676,5544,5423,284,140,122,5000,0,0,None,None,0,0
322244,5436,5355,216,140,82,5000,0,0,None,None,0,0
346083,5557,5436,297,140,122,5000,0,0,None,None,0,0
349380,5520,5439,300,140,82,5000,0,0,None,None,0,0
374686,5474,5353,214,140,122,5000,0,0,None,None,0,0
389183,5537,5416,277,140,122,5000,0,0,None,None,0,0
393914,5466,5385,246,140,82,5000,0,0,None,None,0,0
401939,5501,5380,241,140,122,5000,0,0,None,None,0,0
403746,5454,5373,234,140,82,5000,0,0,None,None,0,0
404676,5484,5343,204,140,142,5000,0,0,None,None,0,0
413933,5487,5366,227,140,122,5000,0,0,None,None,0,0
418404,5476,5395,256,140,82,5000,0,0,None,None,0,0
421080,5460,5379,240,140,82,5000,0,0,None,None,0,0
430416,5484,5363,224,140,122,5000,0,0,None,None,0,0
434493,5467,5386,247,140,82,5000,0,0,None,None,0,0
437736,5484,5403,264,140,82,5000,0,0,None,None,0,0
445356,5524,5403,264,140,122,5000,0,0,None,None,0,0
451339,5501,5380,241,140,122,5000,0,0,None,None,0,0
454830,5670,5389,250,140,282,5000,0,0,None,None,0,0
458859,5501,5420,281,140,82,5000,0,0,None,None,0,0
459286,5534,5393,254,140,142,5000,0,0,None,None,0,0
460102,5478,5377,238,140,102,5000,0,0,None,None,0,0
471066,5474,5353,214,140,122,5000,0,0,None,None,0,0
473458,5442,5361,222,140,82,5000,0,0,None,None,0,0
478479,5481,5400,261,140,82,5000,0,0,None,None,0,0
486194,5726,5405,266,140,322,5000,0,0,None,None,0,0
490663,5517,5436,297,140,82,5000,0,0,None,None,0,0
491471,5569,5428,289,140,142,5000,0,0,None,None,0,0
501895,5505,5384,245,140,122,5000,0,0,None,None,0,0
512174,5486,5365,226,140,122,5000,0,0,None,None,0,0
514212,5508,5427,288,140,82,5000,0,0,None,None,0,0
