Arrival Time,Total Time,Time in System,Rx HWQ Time,SWQ Time,Tx HWQ Time,Request Service Time,Preempt Count,Steal Count,Original Queue,Total Queue Length,Queue Checks,Requeue Wait Time
272738,5502,5381,242,140,122,5000,0,0,None,None,0,0
278848,5552,5431,292,140,122,5000,0,0,None,None,0,0
280871,5589,5408,269,140,182,5000,0,0,None,None,0,0
282474,5546,5405,266,140,142,5000,0,0,None,None,0,0
283600,5480,5379,240,140,102,5000,0,0,None,None,0,0
286006,5534,5433,294,140,102,5000,0,0,None,None,0,0
291983,5517,5396,257,140,122,5000,0,0,None,None,0,0
294372,5488,5407,268,140,82,5000,0,0,None,None,0,0
305359,5461,5340,201,140,122,5000,0,0,None,None,0,0
321828,5552,5431,292,140,122,5000,0,0,None,None,0,0
330498,5542,5421,282,140,122,5000,0,0,None,None,0,0
332259,5441,5360,221,140,82,5000,0,0,None,None,0,0
344654,5506,5385,246,140,122,5000,0,0,None,None,0,0
345203,5517,5436,297,140,82,5000,0,0,None,None,0,0
345965,5515,5374,235,140,142,5000,0,0,None,None,0,0
347438,5502,5401,262,140,102,5000,0,0,None,None,0,0
348753,5447,5386,247,140,62,5000,0,0,None,None,0,0
351364,5596,5455,316,140,142,5000,0,0,None,None,0,0
354278,5442,5361,222,140,82,5000,0,0,None,None,0,0
358057,5423,5342,203,140,82,5000,0,0,None,None,0,0
373805,5535,5414,275,140,122,5000,0,0,None,None,0,0
377235,5465,5384,245,140,82,5000,0,0,None,None,0,0
382597,5563,5442,303,140,122,5000,0,0,None,None,0,0
393301,5519,5398,259,140,122,5000,0,0,None,None,0,0
395111,5469,5388,249,140,82,5000,0,0,None,None,0,0
395208,5732,5591,452,140,142,5000,0,0,None,None,0,0
417596,5504,5383,244,140,122,5000,0,0,None,None,0,0
418073,5487,5406,267,140,82,5000,0,0,None,None,0,0
422501,5519,5378,239,140,142,5000,0,0,None,None,0,0
428623,5557,5436,297,140,122,5000,0,0,None,None,0,0
432498,5442,5361,222,140,82,5000,0,0,None,None,0,0
445476,5524,5403,264,140,122,5000,0,0,None,None,0,0
460849,5511,5390,251,140,122,5000,0,0,None,None,0,0
465547,5473,5392,253,140,82,5000,0,0,None,None,0,0
465992,5488,5347,208,140,142,5000,0,0,None,None,0,0
476962,5478,5357,218,140,122,5000,0,0,None,None,0,0
488000,5500,5379,240,140,122,5000,0,0,None,None,0,0
488779,5481,5400,261,140,82,5000,0,0,None,None,0,0
491326,5494,5353,214,140,142,5000,0,0,None,None,0,0
492823,5457,5356,217,140,102,5000,0,0,None,None,0,0
507901,5539,5418,279,140,122,5000,0,0,None,None,0,0
514229,5471,5350,211,140,122,5000,0,0,None,None,0,0
515548,5512,5431,292,140,82,5000,0,0,None,None,0,0
524030,5490,5369,230,140,122,5000,0,0,None,None,0,0
524778,5502,5421,282,140,82,5000,0,0,None,None,0,0
526541,5499,5358,219,140,142,5000,0,0,None,None,0,0
540111,5489,5368,229,140,122,5000,0,0,None,None,0,0
545449,5611,5490,351,140,122,5000,0,0,None,None,0,0
546188,5432,5351,212,140,82,5000,0,0,None,None,0,0
546620,5560,5419,280,140,142,5000,0,0,None,None,0,0
554111,5529,5408,269,140,122,5000,0,0,None,None,0,0
564389,5511,5390,251,140,122,5000,0,0,None,None,0,0
568340,5520,5439,300,140,82,5000,0,0,None,None,0,0
570424,5496,5415,276,140,82,5000,0,0,None,None,0,0
575022,5458,5377,238,140,82,5000,0,0,None,None,0,0
