Arrival Time,Total Time,Time in System,Rx HWQ Time,SWQ Time,Tx HWQ Time,Request Service Time,Preempt Count,Steal Count,Original Queue,Total Queue Length,Queue Checks,Requeue Wait Time
379098,5402,5341,202,140,62,5000,0,0,None,None,0,0
382930,5530,5389,250,140,142,5000,0,0,None,None,0,0
383606,5514,5373,234,140,142,5000,0,0,None,None,0,0
383800,5580,5479,340,140,102,5000,0,0,None,None,0,0
385509,5531,5430,291,140,102,5000,0,0,None,None,0,0
391660,5540,5419,280,140,122,5000,0,0,None,None,0,0
394544,5516,5435,296,140,82,5000,0,0,None,None,0,0
395467,5553,5412,273,140,142,5000,0,0,None,None,0,0
397231,5549,5408,269,140,142,5000,0,0,None,None,0,0
402969,5471,5350,211,140,122,5000,0,0,None,None,0,0
411522,5478,5357,218,140,122,5000,0,0,None,None,0,0
421369,5491,5370,231,140,122,5000,0,0,None,None,0,0
423987,5433,5352,213,140,82,5000,0,0,None,None,0,0
424079,5701,5560,421,140,142,5000,0,0,None,None,0,0
426355,5485,5384,245,140,102,5000,0,0,None,None,0,0
429924,5476,5395,256,140,82,5000,0,0,None,None,0,0
430624,5536,5395,256,140,142,5000,0,0,None,None,0,0
436114,5606,5485,346,140,122,5000,0,0,None,None,0,0
438074,5606,5425,286,140,182,5000,0,0,None,None,0,0
442977,5463,5382,243,140,82,5000,0,0,None,None,0,0
443031,5769,5628,489,140,142,5000,0,0,None,None,0,0
444477,5483,5342,203,140,142,5000,0,0,None,None,0,0
451071,5549,5428,289,140,122,5000,0,0,None,None,0,0
456650,5530,5409,270,140,122,5000,0,0,None,None,0,0
465347,5493,5372,233,140,122,5000,0,0,None,None,0,0
466603,5497,5416,277,140,82,5000,0,0,None,None,0,0
475720,5540,5419,280,140,122,5000,0,0,None,None,0,0
476792,5628,5347,208,140,282,5000,0,0,None,None,0,0
478273,5507,5366,227,140,142,5000,0,0,None,None,0,0
478948,5492,5391,252,140,102,5000,0,0,None,None,0,0
480052,5448,5387,248,140,62,5000,0,0,None,None,0,0
480604,5556,5435,296,140,122,5000,0,0,None,None,0,0
481998,5522,5401,262,140,122,5000,0,0,None,None,0,0
486997,5583,5402,263,140,182,5000,0,0,None,None,0,0
492199,5441,5360,221,140,82,5000,0,0,None,None,0,0
499709,5491,5370,231,140,122,5000,0,0,None,None,0,0
499884,5576,5495,356,140,82,5000,0,0,None,None,0,0
499957,5763,5622,483,140,142,5000,0,0,None,None,0,0
500212,5768,5667,528,140,102,5000,0,0,None,None,0,0
507702,5538,5417,278,140,122,5000,0,0,None,None,0,0
508118,5482,5401,262,140,82,5000,0,0,None,None,0,0
508973,5487,5346,207,140,142,5000,0,0,None,None,0,0
509000,5720,5619,480,140,102,5000,0,0,None,None,0,0
509271,5609,5548,409,140,62,5000,0,0,None,None,0,0
511306,5534,5413,274,140,122,5000,0,0,None,None,0,0
513751,5449,5388,249,140,62,5000,0,0,None,None,0,0
513989,5571,5450,311,140,122,5000,0,0,None,None,0,0
515133,5487,5386,247,140,102,5000,0,0,None,None,0,0
516350,5430,5369,230,140,62,5000,0,0,None,None,0,0
525353,5487,5366,227,140,122,5000,0,0,None,None,0,0
528215,5485,5404,265,140,82,5000,0,0,None,None,0,0
532368,5692,5411,272,140,282,5000,0,0,None,None,0,0
536800,5520,5439,300,140,82,5000,0,0,None,None,0,0
537318,5562,5421,282,140,142,5000,0,0,None,None,0,0
537579,5561,5460,321,140,102,5000,0,0,None,None,0,0
539253,5447,5346,207,140,102,5000,0,0,None,None,0,0
548983,5477,5356,217,140,122,5000,0,0,None,None,0,0
549954,5466,5385,246,140,82,5000,0,0,None,None,0,0
550080,5700,5559,420,140,142,5000,0,0,None,None,0,0
554882,5558,5417,278,140,142,5000,0,0,None,None,0,0
555882,5518,5437,298,140,82,5000,0,0,None,None,0,0
560511,5449,5368,229,140,82,5000,0,0,None,None,0,0
562869,5451,5370,231,140,82,5000,0,0,None,None,0,0
568701,5479,5358,219,140,122,5000,0,0,None,None,0,0
573354,5486,5405,266,140,82,5000,0,0,None,None,0,0
584616,5484,5363,224,140,122,5000,0,0,None,None,0,0
586181,5479,5398,259,140,82,5000,0,0,None,None,0,0
586263,5757,5616,477,140,142,5000,0,0,None,None,0,0
588788,5492,5391,252,140,102,5000,0,0,None,None,0,0
589159,5481,5420,281,140,62,5000,0,0,None,None,0,0
589989,5711,5450,311,140,262,5000,0,0,None,None,0,0
595311,5449,5368,229,140,82,5000,0,0,None,None,0,0
601396,5524,5403,264,140,122,5000,0,0,None,None,0,0
601481,5699,5618,479,140,82,5000,0,0,None,None,0,0
602369,5771,5430,291,140,342,5000,0,0,None,None,0,0
604541,5459,5358,219,140,102,5000,0,0,None,None,0,0
607739,5521,5380,241,140,142,5000,0,0,None,None,0,0
610182,5438,5357,218,140,82,5000,0,0,None,None,0,0
614769,5511,5430,291,140,82,5000,0,0,None,None,0,0
627144,5496,5375,236,140,122,5000,0,0,None,None,0,0
632278,5422,5341,202,140,82,5000,0,0,None,None,0,0
633996,5464,5383,244,140,82,5000,0,0,None,None,0,0
638460,5460,5379,240,140,82,5000,0,0,None,None,0,0
639764,5516,5435,296,140,82,5000,0,0,None,None,0,0
642938,5502,5361,222,140,142,5000,0,0,None,None,0,0
649502,5498,5377,238,140,122,5000,0,0,None,None,0,0
651824,5436,5355,216,140,82,5000,0,0,None,None,0,0
655989,5431,5350,211,140,82,5000,0,0,None,None,0,0
658548,5432,5351,212,140,82,5000,0,0,None,None,0,0
662152,5488,5407,268,140,82,5000,0,0,None,None,0,0
663320,5580,5439,300,140,142,5000,0,0,None,None,0,0
670245,5515,5394,255,140,122,5000,0,0,None,None,0,0
680782,5538,5417,278,140,122,5000,0,0,None,None,0,0
686435,5545,5424,285,140,122,5000,0,0,None,None,0,0
688847,5493,5412,273,140,82,5000,0,0,None,None,0,0
691015,5485,5344,205,140,142,5000,0,0,None,None,0,0
696483,5777,5456,317,140,322,5000,0,0,None,None,0,0
700244,5476,5395,256,140,82,5000,0,0,None,None,0,0
701868,5512,5371,232,140,142,5000,0,0,None,None,0,0
710890,5550,5429,290,140,122,5000,0,0,None,None,0,0
722438,5462,5341,202,140,122,5000,0,0,None,None,0,0
722682,5478,5397,258,140,82,5000,0,0,None,None,0,0
725989,5531,5390,251,140,142,5000,0,0,None,None,0,0
729103,5477,5396,257,140,82,5000,0,0,None,None,0,0
732092,5448,5367,228,140,82,5000,0,0,None,None,0,0
733077,5523,5382,243,140,142,5000,0,0,None,None,0,0
740626,5534,5413,274,140,122,5000,0,0,None,None,0,0
742881,5439,5358,219,140,82,5000,0,0,None,None,0,0
750522,5558,5437,298,140,122,5000,0,0,None,None,0,0
751401,5439,5358,219,140,82,5000,0,0,None,None,0,0
753250,5550,5409,270,140,142,5000,0,0,None,None,0,0
754250,5510,5409,270,140,102,5000,0,0,None,None,0,0
758058,5562,5421,282,140,142,5000,0,0,None,None,0,0
759303,5677,5436,297,140,242,5000,0,0,None,None,0,0
762569,5571,5430,291,140,142,5000,0,0,None,None,0,0
764542,5558,5417,278,140,142,5000,0,0,None,None,0,0
768574,5486,5405,266,140,82,5000,0,0,None,None,0,0
771765,5455,5374,235,140,82,5000,0,0,None,None,0,0
774453,5427,5346,207,140,82,5000,0,0,None,None,0,0
774731,5509,5368,229,140,142,5000,0,0,None,None,0,0
778934,5566,5425,286,140,142,5000,0,0,None,None,0,0
789024,5536,5415,276,140,122,5000,0,0,None,None,0,0
798257,5463,5342,203,140,122,5000,0,0,None,None,0,0
799997,5483,5402,263,140,82,5000,0,0,None,None,0,0
800430,5510,5369,230,140,142,5000,0,0,None,None,0,0
802421,5479,5378,239,140,102,5000,0,0,None,None,0,0
804102,5458,5357,218,140,102,5000,0,0,None,None,0,0
807798,5522,5441,302,140,82,5000,0,0,None,None,0,0
814815,5465,5344,205,140,122,5000,0,0,None,None,0,0
815208,5432,5351,212,140,82,5000,0,0,None,None,0,0
815579,5521,5380,241,140,142,5000,0,0,None,None,0,0
821295,5465,5344,205,140,122,5000,0,0,None,None,0,0
823224,5496,5415,276,140,82,5000,0,0,None,None,0,0
823858,5522,5381,242,140,142,5000,0,0,None,None,0,0
825647,5493,5392,253,140,102,5000,0,0,None,None,0,0
830335,5465,5384,245,140,82,5000,0,0,None,None,0,0
830684,5576,5435,296,140,142,5000,0,0,None,None,0,0
831997,5523,5382,243,140,142,5000,0,0,None,None,0,0
832315,5465,5364,225,140,102,5000,0,0,None,None,0,0
836435,5505,5364,225,140,142,5000,0,0,None,None,0,0
837730,5570,5489,350,140,82,5000,0,0,None,None,0,0
842270,5490,5409,270,140,82,5000,0,0,None,None,0,0
845865,5455,5374,235,140,82,5000,0,0,None,None,0,0
862321,5559,5438,299,140,122,5000,0,0,None,None,0,0
864432,5508,5427,288,140,82,5000,0,0,None,None,0,0
868674,5426,5345,206,140,82,5000,0,0,None,None,0,0
870525,5435,5354,215,140,82,5000,0,0,None,None,0,0
870834,5686,5345,206,140,342,5000,0,0,None,None,0,0
874365,5515,5374,235,140,142,5000,0,0,None,None,0,0
874650,5490,5389,250,140,102,5000,0,0,None,None,0,0
876159,5441,5340,201,140,102,5000,0,0,None,None,0,0
886887,5473,5352,213,140,122,5000,0,0,None,None,0,0
888055,5465,5384,245,140,82,5000,0,0,None,None,0,0
892858,5422,5341,202,140,82,5000,0,0,None,None,0,0
894856,5484,5403,264,140,82,5000,0,0,None,None,0,0
895197,5503,5362,223,140,142,5000,0,0,None,None,0,0
897831,5529,5428,289,140,102,5000,0,0,None,None,0,0
898544,5476,5375,236,140,102,5000,0,0,None,None,0,0
900747,5533,5392,253,140,142,5000,0,0,None,None,0,0
902734,5506,5405,266,140,102,5000,0,0,None,None,0,0
909221,5479,5358,219,140,122,5000,0,0,None,None,0,0
913413,5447,5366,227,140,82,5000,0,0,None,None,0,0
913845,5575,5434,295,140,142,5000,0,0,None,None,0,0
915284,5496,5355,216,140,142,5000,0,0,None,None,0,0
917876,5464,5363,224,140,102,5000,0,0,None,None,0,0
926902,5498,5377,238,140,122,5000,0,0,None,None,0,0
929715,5445,5364,225,140,82,5000,0,0,None,None,0,0
929748,5772,5631,492,140,142,5000,0,0,None,None,0,0
940422,5558,5437,298,140,122,5000,0,0,None,None,0,0
941731,5509,5428,289,140,82,5000,0,0,None,None,0,0
950336,5464,5343,204,140,122,5000,0,0,None,None,0,0
954955,5505,5424,285,140,82,5000,0,0,None,None,0,0
968522,5498,5377,238,140,122,5000,0,0,None,None,0,0
968760,5520,5439,300,140,82,5000,0,0,None,None,0,0
978044,5496,5375,236,140,122,5000,0,0,None,None,0,0
989017,5483,5362,223,140,122,5000,0,0,None,None,0,0
989994,5466,5385,246,140,82,5000,0,0,None,None,0,0
992580,5540,5399,260,140,142,5000,0,0,None,None,0,0
996043,-996042,-996042,217,-1001258,1,5000,0,0,None,None,0,0
998313,-998312,-998312,207,-1003518,1,5000,0,0,None,None,0,0
