Arrival Time,Total Time,Time in System,Rx HWQ Time,SWQ Time,Tx HWQ Time,Request Service Time,Preempt Count,Steal Count,Original Queue,Total Queue Length,Queue Checks,Requeue Wait Time
4258,5502,5381,242,140,122,5000,0,0,None,None,0,0
5009,5511,5430,291,140,82,5000,0,0,None,None,0,0
12428,5552,5431,292,140,122,5000,0,0,None,None,0,0
16552,5488,5407,268,140,82,5000,0,0,None,None,0,0
17430,5570,5429,290,140,142,5000,0,0,None,None,0,0
19269,5491,5350,211,140,142,5000,0,0,None,None,0,0
25574,5646,5425,286,140,222,5000,0,0,None,None,0,0
25842,5538,5457,318,140,82,5000,0,0,None,None,0,0
30807,5533,5392,253,140,142,5000,0,0,None,None,0,0
33605,5495,5414,275,140,82,5000,0,0,None,None,0,0
39513,5547,5426,287,140,122,5000,0,0,None,None,0,0
39838,5482,5401,262,140,82,5000,0,0,None,None,0,0
45569,5611,5390,251,140,222,5000,0,0,None,None,0,0
48194,5446,5365,226,140,82,5000,0,0,None,None,0,0
49902,5498,5357,218,140,142,5000,0,0,None,None,0,0
50797,5463,5362,223,140,102,5000,0,0,None,None,0,0
59807,5513,5392,253,140,122,5000,0,0,None,None,0,0
62842,5438,5357,218,140,82,5000,0,0,None,None,0,0
68687,5553,5432,293,140,122,5000,0,0,None,None,0,0
69341,5459,5378,239,140,82,5000,0,0,None,None,0,0
73713,5547,5406,267,140,142,5000,0,0,None,None,0,0
78130,5490,5409,270,140,82,5000,0,0,None,None,0,0
85920,5560,5439,300,140,122,5000,0,0,None,None,0,0
96694,5546,5425,286,140,122,5000,0,0,None,None,0,0
99331,5469,5388,249,140,82,5000,0,0,None,None,0,0
102877,5483,5402,263,140,82,5000,0,0,None,None,0,0
108833,5487,5366,227,140,122,5000,0,0,None,None,0,0
110897,5483,5402,263,140,82,5000,0,0,None,None,0,0
118721,5519,5398,259,140,122,5000,0,0,None,None,0,0
127555,5545,5424,285,140,122,5000,0,0,None,None,0,0
129630,5430,5349,210,140,82,5000,0,0,None,None,0,0
129998,5522,5381,242,140,142,5000,0,0,None,None,0,0
133260,5520,5379,240,140,142,5000,0,0,None,None,0,0
137768,5472,5391,252,140,82,5000,0,0,None,None,0,0
143194,5606,5485,346,140,122,5000,0,0,None,None,0,0
153721,5539,5418,279,140,122,5000,0,0,None,None,0,0
159687,5533,5412,273,140,122,5000,0,0,None,None,0,0
160559,5421,5340,201,140,82,5000,0,0,None,None,0,0
162682,5558,5417,278,140,142,5000,0,0,None,None,0,0
